Date,Store,Category,Customer_ID,Revenue,Units,Member,Availability_Pct
2026-03-22,Camden,Fresh Food,5930,37.97,7,No,90.9
2026-04-26,Bristol,Own Brand,5353,44.46,7,Yes,92.9
2025-10-21,Reading,Fruit & Veg,1402,30.81,2,Yes,97.6
2025-05-23,Birmingham,Own Brand,5865,75.12,3,Yes,97.9
2025-09-07,Bristol,Meal Deals,1064,33.73,7,Yes,91.0
2025-10-29,Bristol,Meal Deals,3237,44.87,4,Yes,93.1
2025-01-25,Birmingham,Own Brand,1949,31.19,2,No,93.7
2025-03-11,Reading,Soft Drinks,1172,61.21,6,Yes,94.2
2025-04-22,Croydon,Soft Drinks,3675,22.06,2,No,93.1
2025-12-30,Bristol,Chilled,2250,14.38,1,No,95.2
2025-10-30,London Central,Meal Deals,4048,24.54,4,No,93.9
2026-04-16,Bristol,Fresh Food,5005,75.35,4,Yes,94.1
2025-04-01,London Central,Snacks,1637,34.35,5,No,92.7
2025-07-11,Reading,Meal Deals,1948,28.96,2,Yes,96.6
2025-08-30,Bristol,Own Brand,3260,66.15,5,Yes,92.2
2025-05-18,Reading,Meal Deals,2694,47.86,1,Yes,95.8
2025-12-11,Reading,Food To Go,5847,49.91,5,No,97.0
2025-06-29,Croydon,Snacks,5757,32.53,3,No,99.0
2026-05-18,Bristol,Soft Drinks,1142,15.15,2,Yes,96.0
2025-07-22,London Central,Snacks,5581,27.06,2,Yes,95.5
2025-07-11,London Central,Meal Deals,2460,20.18,4,Yes,91.6
2025-01-05,Bristol,Soft Drinks,4887,70.74,7,No,97.9
2025-08-25,Birmingham,Snacks,1292,23.56,5,No,95.3
2025-11-07,Croydon,Soft Drinks,2643,27.45,4,Yes,95.6
2025-02-25,Croydon,Soft Drinks,3718,30.85,6,Yes,95.8
2026-03-19,Croydon,Chilled,1837,35.17,5,No,95.2
2025-08-25,London Central,Fresh Food,2037,59.26,7,Yes,95.0
2025-07-16,Reading,Soft Drinks,1271,50.26,5,Yes,94.3
2026-05-29,Birmingham,Food To Go,2958,32.29,7,No,96.5
2026-03-25,Croydon,Meal Deals,3369,116.35,7,Yes,92.0
2025-12-26,London Central,Meal Deals,1805,62.64,1,No,92.0
2025-01-30,London Central,Food To Go,4174,47.65,5,Yes,93.3
2025-04-18,Reading,Fruit & Veg,1882,42.44,4,No,97.5
2026-03-21,Bristol,Soft Drinks,1831,30.31,6,No,95.9
2026-03-14,Bristol,Own Brand,4171,73.96,7,Yes,93.7
2026-04-02,Croydon,Soft Drinks,3191,34.96,5,No,93.4
2026-05-10,Croydon,Soft Drinks,3040,28.84,5,Yes,94.8
2025-09-04,Birmingham,Own Brand,2594,55.1,2,Yes,95.8
2026-03-15,Reading,Snacks,2626,28.46,2,Yes,97.7
2025-10-05,Croydon,Soft Drinks,4584,89.97,6,Yes,99.1
2025-04-21,Reading,Soft Drinks,1273,49.3,7,Yes,94.7
2026-01-20,London Central,Food To Go,1589,30.92,2,No,99.4
2025-07-10,Croydon,Fresh Food,3700,70.28,3,Yes,95.2
2026-05-05,London Central,Fresh Food,1582,32.0,2,Yes,95.6
2026-03-02,Camden,Fruit & Veg,4633,51.11,3,No,97.0
2026-02-09,Reading,Food To Go,2990,15.27,6,No,97.2
2025-12-01,Camden,Soft Drinks,2258,22.79,3,Yes,98.2
2025-07-28,Croydon,Fresh Food,3866,69.98,6,Yes,92.4
2025-01-22,London Central,Chilled,4738,19.2,4,Yes,95.2
2025-07-27,Croydon,Chilled,1571,47.73,2,Yes,97.5
2025-01-08,Camden,Chilled,1544,87.47,5,No,92.9
2025-06-15,Croydon,Soft Drinks,5222,44.19,7,Yes,91.3
2026-05-11,Birmingham,Soft Drinks,5828,34.35,1,No,92.0
2026-03-05,Bristol,Own Brand,5512,45.14,7,No,94.8
2025-06-12,Camden,Fruit & Veg,1637,89.73,5,No,99.0
2026-01-01,Croydon,Meal Deals,1040,48.99,2,Yes,92.0
2025-08-27,London Central,Fruit & Veg,5882,35.88,5,No,92.7
2025-03-13,Croydon,Fruit & Veg,5392,81.62,2,No,94.0
2026-03-21,London Central,Snacks,2620,28.68,7,No,93.0
2026-05-24,Bristol,Chilled,4672,40.07,2,No,92.7
2025-09-26,Croydon,Soft Drinks,5137,26.76,5,Yes,90.9
2026-02-19,Bristol,Chilled,5128,61.27,3,No,93.9
2025-09-02,Camden,Fruit & Veg,2299,50.26,4,No,98.9
2025-03-01,London Central,Soft Drinks,5711,27.3,4,Yes,96.1
2025-01-06,Birmingham,Food To Go,1159,23.26,4,No,97.4
2026-02-11,Camden,Own Brand,2952,61.38,4,No,93.8
2025-08-05,London Central,Fresh Food,2731,29.37,1,No,93.3
2025-01-26,Bristol,Fresh Food,3446,13.59,6,No,96.0
2025-01-05,Reading,Fruit & Veg,4162,51.07,2,Yes,95.2
2026-01-25,Croydon,Meal Deals,2732,50.1,1,No,94.9
2026-03-24,Bristol,Chilled,1580,39.53,4,No,98.4
2025-05-26,London Central,Food To Go,1219,56.61,4,No,93.4
2026-01-23,London Central,Soft Drinks,5474,45.35,7,No,93.1
2025-09-06,London Central,Meal Deals,2749,58.04,5,Yes,96.7
2026-04-07,London Central,Chilled,2470,42.77,4,Yes,96.4
2025-01-13,Croydon,Fruit & Veg,5328,18.41,2,No,92.9
2026-01-19,Camden,Chilled,2394,26.08,7,No,95.2
2026-02-03,Birmingham,Fruit & Veg,1921,37.34,4,Yes,91.4
2025-01-19,Reading,Snacks,3773,37.72,4,No,95.6
2026-05-06,Croydon,Fresh Food,5462,30.06,1,No,94.1
2026-02-23,London Central,Meal Deals,5576,25.03,2,No,94.5
2025-12-03,Croydon,Fresh Food,4434,13.86,3,No,92.7
2026-02-23,Bristol,Chilled,4582,44.87,5,Yes,97.4
2025-05-02,Birmingham,Food To Go,2118,43.1,3,No,95.5
2026-03-08,London Central,Soft Drinks,2865,32.73,6,No,97.0
2025-02-13,Reading,Fruit & Veg,5311,32.81,1,No,94.8
2025-11-13,London Central,Soft Drinks,1724,71.06,4,No,97.4
2026-01-16,Birmingham,Fresh Food,1711,27.97,5,Yes,91.3
2025-05-25,Reading,Own Brand,2825,28.76,6,No,95.0
2025-11-23,Birmingham,Food To Go,4926,75.56,6,No,97.4
2025-12-29,Reading,Food To Go,1390,34.22,2,No,91.0
2025-02-19,Camden,Soft Drinks,2070,44.16,5,No,95.3
2025-03-06,Camden,Fresh Food,5487,33.06,6,No,96.2
2025-12-21,Croydon,Own Brand,3765,51.31,1,No,94.2
2025-06-13,Croydon,Soft Drinks,5480,35.83,4,No,97.0
2025-05-21,Reading,Chilled,3428,90.07,1,Yes,97.0
2025-05-08,London Central,Food To Go,5494,63.03,7,Yes,93.8
2026-02-02,Bristol,Food To Go,3147,39.75,6,Yes,94.2
2026-04-08,Bristol,Chilled,4572,29.51,2,Yes,92.7
2025-07-06,London Central,Fresh Food,5478,32.68,3,No,95.6
2025-07-09,London Central,Food To Go,3754,38.32,4,Yes,95.4
2026-01-23,Camden,Meal Deals,4263,59.38,4,No,95.0
2026-03-05,Bristol,Own Brand,4825,40.71,1,No,95.2
2025-10-11,Reading,Snacks,4416,30.85,1,Yes,93.3
2025-08-25,Birmingham,Snacks,3057,42.81,1,Yes,92.1
2025-07-13,Croydon,Snacks,3311,46.64,6,Yes,95.9
2025-10-14,Birmingham,Fruit & Veg,3879,26.62,4,No,94.6
2025-05-16,Camden,Meal Deals,4642,45.75,1,Yes,92.9
2025-06-20,Bristol,Fruit & Veg,3609,41.09,7,No,93.5
2025-06-08,London Central,Fresh Food,2430,75.55,5,No,96.8
2025-07-20,Bristol,Chilled,2913,23.57,6,No,96.7
2026-05-02,Reading,Soft Drinks,1757,52.92,6,Yes,96.3
2026-05-19,Camden,Meal Deals,3134,35.26,5,Yes,94.9
2026-01-06,London Central,Own Brand,2912,53.68,5,Yes,93.6
2025-04-13,Birmingham,Fresh Food,2739,40.19,6,Yes,97.6
2025-05-05,Reading,Soft Drinks,4217,66.25,4,No,94.4
2025-11-09,Birmingham,Fresh Food,5756,26.73,1,Yes,95.5
2026-04-03,Croydon,Fruit & Veg,2134,53.71,7,Yes,93.3
2025-08-18,Camden,Snacks,4712,65.3,2,Yes,94.5
2025-07-16,Reading,Chilled,1764,72.78,1,No,89.7
2026-02-27,Reading,Fruit & Veg,3725,84.56,4,Yes,93.7
2025-06-20,Birmingham,Chilled,4368,53.3,5,Yes,92.0
2026-01-17,London Central,Meal Deals,4497,52.66,4,No,95.4
2025-06-22,Croydon,Soft Drinks,2672,16.29,1,Yes,93.8
2026-03-29,Birmingham,Fresh Food,4405,16.42,7,Yes,94.4
2025-12-16,Reading,Food To Go,1582,61.18,4,Yes,99.3
2026-05-09,Camden,Food To Go,5766,17.02,2,No,93.0
2025-01-04,Reading,Chilled,5633,111.19,4,Yes,95.2
2025-04-03,Bristol,Snacks,2821,47.76,3,Yes,95.4
2025-01-06,Camden,Snacks,2185,20.75,4,No,93.1
2025-10-15,Camden,Chilled,5525,35.76,1,Yes,97.2
2025-05-26,Reading,Fruit & Veg,2637,36.2,3,No,98.3
2026-02-28,London Central,Food To Go,3180,47.1,5,Yes,97.4
2026-04-02,Camden,Fruit & Veg,1188,51.31,1,Yes,93.1
2025-07-21,Bristol,Soft Drinks,2746,68.18,6,No,93.6
2025-07-31,Birmingham,Food To Go,4826,20.92,2,No,90.9
2025-01-06,London Central,Soft Drinks,3620,33.45,4,Yes,94.6
2026-01-11,London Central,Fresh Food,4945,21.86,4,No,94.8
2026-03-23,London Central,Fruit & Veg,3326,37.77,1,No,96.6
2025-04-16,Camden,Chilled,2184,34.32,4,Yes,98.5
2026-02-05,London Central,Food To Go,3793,22.84,4,No,92.5
2025-04-06,Reading,Fruit & Veg,3946,20.26,5,Yes,95.3
2026-01-23,London Central,Chilled,3500,93.68,4,Yes,94.5
2026-03-28,Bristol,Fresh Food,5946,43.64,4,Yes,94.7
2026-02-20,Croydon,Food To Go,1169,29.57,5,No,98.1
2026-05-19,Bristol,Soft Drinks,5925,23.74,6,Yes,95.2
2026-03-30,Camden,Fresh Food,3745,75.88,4,No,96.1
2025-10-18,London Central,Snacks,2080,30.26,6,Yes,95.9
2025-07-12,London Central,Chilled,2263,60.44,5,Yes,95.4
2025-05-30,Reading,Own Brand,5864,47.83,2,No,93.5
2026-05-30,Birmingham,Food To Go,5453,37.98,4,No,98.7
2026-01-28,London Central,Food To Go,3248,21.5,1,Yes,94.9
2025-11-12,Bristol,Meal Deals,4908,26.78,3,Yes,96.1
2025-03-17,Camden,Meal Deals,2325,108.84,2,No,95.5
2025-09-27,Croydon,Fresh Food,4177,39.67,4,Yes,90.8
2025-08-13,London Central,Food To Go,4873,53.4,1,No,92.9
2025-04-23,Croydon,Chilled,3148,39.83,3,No,95.2
2025-09-08,London Central,Fresh Food,2688,68.18,5,No,93.3
2025-08-21,Camden,Soft Drinks,3985,27.27,4,No,95.8
2025-03-24,Birmingham,Fresh Food,3076,34.72,7,No,93.2
2025-05-05,Bristol,Fresh Food,2529,33.37,6,Yes,95.0
2025-06-24,Camden,Own Brand,2461,47.38,6,Yes,91.6
2025-03-10,Croydon,Soft Drinks,2402,78.69,5,Yes,96.7
2025-02-16,London Central,Snacks,1072,29.49,2,Yes,95.9
2025-09-13,Croydon,Meal Deals,5349,42.58,6,No,96.0
2025-01-30,Bristol,Chilled,5034,64.11,3,Yes,94.8
2025-10-08,Camden,Snacks,5611,26.92,6,No,93.6
2025-08-25,Croydon,Snacks,3796,64.94,7,No,98.2
2025-09-05,Croydon,Snacks,5516,55.34,7,No,98.3
2026-01-03,Bristol,Meal Deals,3493,20.09,3,No,94.9
2026-05-10,London Central,Fruit & Veg,5974,34.45,6,No,93.9
2025-01-25,Croydon,Meal Deals,5231,34.41,5,Yes,91.5
2026-05-05,Bristol,Snacks,4576,35.0,5,No,95.5
2026-05-09,London Central,Fruit & Veg,1032,25.37,6,Yes,93.7
2025-11-10,Birmingham,Soft Drinks,3694,31.01,7,No,94.0
2026-01-10,London Central,Meal Deals,5373,43.55,2,Yes,96.9
2025-01-25,Birmingham,Chilled,5845,97.98,1,Yes,93.1
2025-11-30,Camden,Snacks,4598,49.17,7,Yes,98.8
2025-12-21,Bristol,Food To Go,3392,71.0,6,No,93.0
2025-04-26,London Central,Soft Drinks,5112,48.66,7,No,90.9
2025-02-17,Birmingham,Fruit & Veg,3871,28.22,7,Yes,93.7
2025-04-09,Birmingham,Meal Deals,3677,65.88,4,Yes,95.7
2026-04-04,Camden,Chilled,2401,47.14,1,Yes,95.3
2026-02-09,Reading,Fresh Food,1817,67.39,7,Yes,95.4
2025-08-02,Bristol,Chilled,2660,30.69,6,Yes,94.4
2026-05-18,Reading,Chilled,5562,24.87,7,Yes,94.0
2026-03-24,London Central,Snacks,5723,41.56,3,No,92.5
2025-09-15,Bristol,Snacks,3438,58.69,4,Yes,95.3
2025-05-01,Camden,Meal Deals,3983,24.33,2,No,97.1
2025-02-23,London Central,Meal Deals,2210,25.94,1,Yes,95.0
2025-11-27,Bristol,Own Brand,1599,72.55,1,No,93.5
2025-08-29,Bristol,Fruit & Veg,2846,26.1,4,No,95.3
2026-04-28,Reading,Own Brand,2855,25.02,2,Yes,97.9
2025-07-06,London Central,Meal Deals,2887,49.16,7,Yes,94.6
2025-09-19,Camden,Fruit & Veg,1679,31.07,6,Yes,92.5
2025-12-30,Camden,Snacks,4252,34.25,2,Yes,95.4
2026-05-06,London Central,Snacks,2835,39.03,6,Yes,96.2
2026-03-07,London Central,Food To Go,5030,18.53,1,Yes,96.7
2025-08-27,Birmingham,Food To Go,3177,16.74,7,Yes,96.4
2025-10-31,Croydon,Soft Drinks,1148,46.04,6,Yes,95.3
2025-10-25,Reading,Snacks,2495,29.39,1,Yes,93.3
2025-03-17,London Central,Fresh Food,5913,61.47,5,Yes,93.0
2025-11-29,London Central,Food To Go,2744,39.97,4,Yes,94.3
2026-04-19,Croydon,Fruit & Veg,2646,27.62,7,No,96.2
2025-10-10,Croydon,Chilled,3995,79.28,2,No,93.7
2025-03-13,Bristol,Meal Deals,2672,30.61,3,No,94.0
2025-09-20,Camden,Meal Deals,2939,30.37,4,Yes,93.2
2025-01-12,Reading,Soft Drinks,1657,19.54,6,Yes,98.1
2025-05-21,Bristol,Food To Go,4667,28.64,5,Yes,94.6
2025-01-17,London Central,Chilled,2053,36.29,4,Yes,96.3
2025-03-04,Croydon,Chilled,5071,18.92,1,No,98.2
2025-09-10,Birmingham,Food To Go,1576,25.49,4,Yes,93.1
2026-04-10,Camden,Fresh Food,4095,67.76,7,No,96.5
2026-01-11,Bristol,Fresh Food,4031,25.29,6,No,94.8
2025-03-31,Birmingham,Soft Drinks,5818,30.49,4,No,97.8
2025-06-24,Camden,Own Brand,5779,46.52,7,Yes,93.4
2025-03-17,Birmingham,Fresh Food,5837,48.43,4,Yes,95.4
2026-02-04,Croydon,Soft Drinks,3972,32.09,6,Yes,96.3
2025-03-12,Bristol,Own Brand,4948,59.62,3,Yes,93.6
2025-06-29,Bristol,Own Brand,3045,62.12,5,No,94.6
2025-05-04,Camden,Fruit & Veg,4936,27.74,4,Yes,94.7
2026-01-16,Birmingham,Own Brand,3948,22.09,4,No,97.2
2025-10-20,Croydon,Food To Go,2627,25.14,3,Yes,99.4
2025-07-14,London Central,Own Brand,2488,47.56,2,Yes,98.2
2025-08-16,Bristol,Chilled,5145,28.31,4,Yes,97.9
2026-03-07,London Central,Soft Drinks,5198,28.62,7,Yes,86.6
2026-03-12,Croydon,Meal Deals,5463,37.32,6,No,95.3
2026-04-06,Bristol,Fresh Food,1935,30.16,7,No,95.1
2025-01-21,Bristol,Meal Deals,4563,49.73,6,No,96.6
2025-03-05,Birmingham,Soft Drinks,4629,29.22,4,Yes,92.1
2025-06-14,London Central,Snacks,2714,59.15,2,Yes,96.5
2025-01-27,Birmingham,Soft Drinks,2802,57.28,6,No,90.8
2025-11-07,Reading,Fresh Food,2420,57.83,7,Yes,97.1
2025-10-12,London Central,Snacks,4591,31.71,7,No,91.7
2025-10-08,London Central,Snacks,4520,34.38,4,Yes,97.4
2025-06-13,Reading,Own Brand,4311,80.63,4,Yes,97.3
2025-08-12,Croydon,Fresh Food,3305,34.09,4,Yes,94.3
2025-05-26,Croydon,Snacks,2995,30.84,5,No,95.9
2025-01-30,Bristol,Food To Go,2967,42.12,6,Yes,95.0
2025-02-14,Camden,Chilled,4714,52.78,1,Yes,92.0
2026-04-16,Birmingham,Meal Deals,5035,62.9,5,Yes,96.1
2025-02-03,Camden,Food To Go,5485,25.63,2,No,97.4
2026-03-03,Bristol,Food To Go,5868,24.76,5,Yes,94.4
2025-08-09,Camden,Fresh Food,4458,11.81,7,No,96.3
2026-01-02,London Central,Own Brand,1393,54.09,5,No,93.2
2025-04-26,London Central,Fresh Food,5778,50.79,3,No,96.8
2025-08-27,Reading,Meal Deals,4730,38.46,2,Yes,95.0
2025-12-01,Reading,Chilled,5365,39.77,2,No,95.0
2026-03-17,Bristol,Soft Drinks,5244,33.3,2,Yes,95.9
2025-05-28,Bristol,Food To Go,5906,64.54,5,No,98.1
2025-01-09,Bristol,Snacks,1027,38.76,2,No,96.1
2025-10-15,London Central,Chilled,4491,63.15,6,Yes,92.8
2026-01-23,Camden,Food To Go,5261,35.74,3,No,93.6
2025-02-19,Birmingham,Soft Drinks,2173,26.22,4,No,94.9
2025-10-05,Bristol,Own Brand,1338,21.29,5,Yes,96.0
2025-10-27,Bristol,Snacks,2068,35.55,4,No,92.7
2025-05-15,London Central,Food To Go,1841,39.26,4,Yes,95.7
2025-05-27,Birmingham,Fruit & Veg,5284,29.95,5,Yes,96.8
2026-05-05,London Central,Meal Deals,5746,29.58,6,Yes,94.0
2026-04-23,Birmingham,Chilled,1293,20.58,5,No,98.9
2025-06-08,London Central,Meal Deals,2857,48.47,2,Yes,93.5
2026-01-19,Camden,Fresh Food,2322,52.03,3,No,95.4
2025-06-12,Bristol,Food To Go,2647,51.3,5,No,90.8
2026-03-17,Croydon,Snacks,5898,62.53,4,No,94.4
2025-07-08,Croydon,Snacks,4620,54.3,5,No,94.7
2026-02-19,Bristol,Chilled,5526,39.97,3,Yes,94.1
2025-12-05,Bristol,Chilled,4094,9.19,1,No,93.5
2025-06-30,Bristol,Meal Deals,4491,63.8,6,Yes,94.0
2025-10-15,Bristol,Snacks,4495,21.13,4,No,96.3
2025-07-06,Birmingham,Snacks,5582,61.23,1,Yes,91.2
2025-05-18,Camden,Snacks,4801,35.03,1,Yes,91.3
2025-05-10,Croydon,Food To Go,1088,33.88,7,No,94.0
2025-07-13,Reading,Snacks,5366,61.53,3,Yes,94.8
2025-11-12,Croydon,Fresh Food,2956,23.25,6,Yes,93.4
2025-05-24,Croydon,Snacks,1899,17.96,5,Yes,95.1
2025-01-16,London Central,Fresh Food,4477,32.34,1,Yes,96.2
2025-10-29,Bristol,Food To Go,2744,60.79,7,Yes,97.0
2026-02-27,Bristol,Chilled,5373,24.86,2,No,97.6
2025-09-02,Bristol,Own Brand,3253,22.62,5,No,92.4
2025-04-17,London Central,Fresh Food,4661,52.22,6,Yes,93.5
2025-03-29,Camden,Food To Go,3960,30.14,4,Yes,93.2
2025-05-09,Camden,Own Brand,2633,33.44,5,No,97.0
2025-12-07,Reading,Own Brand,1861,78.52,3,Yes,93.7
2025-01-04,Camden,Snacks,5701,26.02,7,No,95.6
2025-11-23,Camden,Food To Go,2013,24.22,3,Yes,92.2
2026-02-14,Bristol,Own Brand,4299,26.74,4,Yes,93.7
2025-11-02,Birmingham,Snacks,2506,17.2,4,Yes,93.2
2025-08-13,Croydon,Meal Deals,4205,24.79,4,No,96.4
2025-12-14,Camden,Food To Go,5803,57.2,7,No,92.5
2025-11-17,Camden,Own Brand,1977,41.8,7,Yes,98.6
2025-06-30,London Central,Chilled,4461,78.52,3,Yes,95.4
2026-01-21,Reading,Fresh Food,2817,36.15,6,No,93.5
2025-04-18,Birmingham,Meal Deals,4684,40.99,7,No,95.7
2026-02-14,London Central,Chilled,5058,30.98,6,Yes,93.4
2025-10-23,Bristol,Fruit & Veg,3634,57.28,7,No,92.9
2025-06-20,Croydon,Snacks,5901,78.52,5,No,96.4
2025-11-27,Reading,Own Brand,5815,44.25,1,Yes,97.7
2026-05-08,London Central,Fresh Food,4666,22.0,1,Yes,95.8
2025-07-14,Camden,Chilled,1948,55.1,2,No,92.5
2025-01-12,Camden,Fresh Food,1473,41.03,3,Yes,93.4
2025-07-14,Reading,Fruit & Veg,1567,13.52,4,No,98.1
2026-05-05,Camden,Soft Drinks,4432,24.99,6,Yes,96.6
2025-07-01,London Central,Snacks,5023,49.75,7,No,92.7
2025-11-12,London Central,Snacks,3258,61.73,5,Yes,93.6
2025-01-30,Camden,Food To Go,4144,40.71,6,Yes,95.4
2025-04-06,Camden,Own Brand,5310,50.54,3,Yes,94.7
2026-01-16,Bristol,Snacks,5995,85.76,2,Yes,99.2
2026-03-20,Croydon,Snacks,2982,63.84,6,Yes,93.5
2025-10-25,Reading,Chilled,2096,21.01,1,Yes,96.2
2025-12-27,London Central,Meal Deals,4570,61.38,5,No,95.6
2026-01-09,Reading,Snacks,4390,34.47,1,No,91.7
2025-10-30,Bristol,Snacks,3672,19.69,5,No,90.2
2026-02-25,London Central,Own Brand,4646,53.09,4,Yes,94.2
2025-09-03,Bristol,Fruit & Veg,3419,15.68,5,Yes,95.8
2025-08-25,Bristol,Meal Deals,5279,49.98,7,Yes,98.2
2025-07-04,Birmingham,Fruit & Veg,4348,33.38,4,No,93.4
2026-04-13,Camden,Own Brand,1673,41.28,3,Yes,95.9
2025-12-29,Birmingham,Fresh Food,3802,69.31,1,No,94.4
2025-10-10,Reading,Fresh Food,3369,36.79,5,Yes,98.5
2025-12-02,Reading,Snacks,5530,25.31,5,No,94.9
2025-06-11,Camden,Snacks,2066,34.57,2,Yes,94.1
2025-06-09,Birmingham,Food To Go,1687,42.99,1,Yes,95.3
2026-04-19,Reading,Fresh Food,5983,22.34,3,No,95.4
2025-11-18,Birmingham,Chilled,1068,33.91,4,No,97.8
2025-01-12,Camden,Snacks,3103,55.79,3,No,95.0
2026-02-28,London Central,Chilled,1419,56.86,2,Yes,95.9
2025-03-14,Bristol,Snacks,4998,61.49,3,Yes,91.7
2025-07-20,Bristol,Own Brand,3597,35.6,4,No,92.7
2026-05-20,Birmingham,Chilled,5338,31.97,1,Yes,94.2
2025-02-08,Reading,Soft Drinks,3124,51.59,6,Yes,95.2
2025-03-01,Birmingham,Chilled,4892,70.04,2,No,93.5
2025-11-17,Birmingham,Meal Deals,1439,51.01,7,No,95.6
2026-03-11,Croydon,Fresh Food,2286,36.64,5,No,94.0
2026-02-12,Bristol,Snacks,2208,16.24,5,No,98.4
2026-01-21,Camden,Fresh Food,2078,65.74,1,Yes,94.6
2025-03-19,Birmingham,Meal Deals,3563,42.5,6,Yes,95.9
2025-07-13,Croydon,Meal Deals,4623,27.33,3,No,94.6
2025-10-12,Croydon,Chilled,2253,48.08,7,No,94.8
2025-06-05,Bristol,Fruit & Veg,4357,44.85,7,No,96.1
2025-12-06,Bristol,Fruit & Veg,4209,45.57,5,No,95.3
2025-05-05,Bristol,Meal Deals,4549,21.85,2,Yes,94.0
2025-10-07,Camden,Fruit & Veg,1614,9.89,6,Yes,95.7
2025-05-08,Croydon,Snacks,4078,45.57,4,Yes,94.7
2025-11-10,Reading,Food To Go,3723,29.39,7,No,96.2
2025-11-28,Camden,Soft Drinks,4490,57.05,3,Yes,97.3
2025-05-30,London Central,Chilled,4543,23.68,6,No,97.0
2026-03-30,Birmingham,Food To Go,5515,45.4,7,Yes,92.9
2025-02-05,Bristol,Fruit & Veg,2900,22.56,4,Yes,88.9
2026-02-24,Croydon,Chilled,5371,39.87,6,Yes,99.5
2025-01-22,Birmingham,Food To Go,2712,34.83,6,No,96.0
2025-07-25,Camden,Fresh Food,3329,68.25,3,Yes,95.8
2025-12-22,London Central,Fruit & Veg,4619,51.96,2,No,93.6
2026-03-16,Camden,Own Brand,2194,32.4,4,Yes,90.9
2025-04-06,Camden,Food To Go,5906,27.91,2,Yes,91.0
2025-06-13,Reading,Own Brand,2378,18.57,4,Yes,94.3
2025-05-28,Birmingham,Snacks,2312,33.81,7,No,95.3
2025-10-21,Reading,Fresh Food,3915,27.7,7,Yes,98.4
2025-07-14,Camden,Fruit & Veg,1749,56.56,3,No,95.5
2026-04-25,London Central,Soft Drinks,1300,56.87,2,Yes,96.3
2025-05-03,Croydon,Meal Deals,5695,39.97,7,Yes,93.9
2026-02-04,Croydon,Fruit & Veg,4982,26.16,3,Yes,94.1
2026-03-28,Birmingham,Own Brand,5624,37.51,6,Yes,92.1
2025-04-14,Bristol,Snacks,4837,48.3,6,No,92.5
2026-04-07,Bristol,Soft Drinks,1277,52.65,3,No,92.5
2026-01-31,Croydon,Soft Drinks,5758,63.72,4,No,94.3
2025-12-03,Camden,Soft Drinks,3558,107.04,7,Yes,91.7
2025-05-22,Camden,Chilled,4917,34.98,6,Yes,93.4
2025-11-13,Reading,Chilled,3161,50.28,4,Yes,94.9
2026-02-05,Birmingham,Own Brand,5675,21.1,2,Yes,90.2
2025-11-06,Reading,Meal Deals,2389,28.41,5,Yes,98.0
2026-05-10,Bristol,Soft Drinks,1690,33.42,6,No,98.6
2025-04-19,Croydon,Meal Deals,5732,56.16,6,No,97.1
2026-01-07,Camden,Fresh Food,4468,86.07,1,No,95.8
2025-07-25,Croydon,Soft Drinks,2848,38.26,4,Yes,95.7
2025-02-12,London Central,Food To Go,5918,28.99,3,Yes,96.1
2025-09-02,Croydon,Soft Drinks,5970,37.02,1,Yes,95.2
2025-10-14,London Central,Own Brand,4816,32.03,2,Yes,95.4
2025-12-21,Reading,Chilled,1939,35.92,1,No,91.7
2026-04-21,Reading,Chilled,4182,10.15,1,Yes,95.2
2025-03-24,Bristol,Food To Go,4309,57.37,5,No,96.0
2025-04-20,Croydon,Food To Go,3050,30.72,5,No,95.7
2025-07-09,Croydon,Fruit & Veg,2746,36.45,1,Yes,97.3
2025-09-08,London Central,Fresh Food,3451,64.99,5,No,97.9
2025-10-18,Reading,Fresh Food,1024,43.45,7,No,93.9
2025-07-20,London Central,Own Brand,3556,34.72,5,Yes,92.7
2025-11-22,Reading,Own Brand,1060,37.54,1,No,97.5
2026-05-26,London Central,Own Brand,1122,19.41,4,Yes,96.3
2026-02-13,Reading,Own Brand,3102,7.47,5,No,93.9
2026-05-23,London Central,Own Brand,2186,25.4,1,Yes,94.6
2025-03-13,Reading,Own Brand,2730,58.05,4,Yes,94.4
2025-09-04,Birmingham,Fresh Food,5641,64.28,6,Yes,95.5
2025-12-10,London Central,Snacks,5089,28.0,5,No,97.9
2025-02-23,Croydon,Chilled,3472,17.71,1,Yes,93.2
2025-07-12,Bristol,Fresh Food,3965,58.79,5,Yes,95.6
2025-02-27,Birmingham,Own Brand,3277,26.87,4,Yes,95.5
2026-03-13,Birmingham,Fruit & Veg,5087,32.76,7,Yes,91.0
2025-04-21,London Central,Fruit & Veg,3964,52.87,1,No,100.0
2025-05-09,Bristol,Fresh Food,2310,14.7,4,No,95.4
2025-11-22,Croydon,Food To Go,1154,24.34,6,No,97.3
2025-01-08,Birmingham,Fruit & Veg,3212,17.98,3,No,91.8
2025-01-29,Croydon,Meal Deals,4253,28.15,2,No,98.9
2025-04-22,Reading,Food To Go,2262,52.49,7,No,94.3
2025-05-11,Bristol,Meal Deals,2362,73.47,3,No,90.4
2025-07-07,Camden,Chilled,1937,41.22,5,Yes,92.2
2026-04-20,Reading,Snacks,1511,52.58,4,Yes,92.5
2025-12-30,Bristol,Fruit & Veg,1186,15.07,1,No,93.5
2025-07-23,London Central,Food To Go,2845,41.18,7,No,92.4
