date,store,category,customer_id,revenue,units,member,availability_pct,month,year,month_name,day_name,avg_basket_value,is_member
2025-06-20,Bristol,Chilled,1763,59.43,4,Yes,91.9,2025-06,2025,June,Friday,14.8575,1
2025-07-07,Birmingham,Soft Drinks,4400,39.47,2,Yes,92.0,2025-07,2025,July,Monday,19.735,1
2026-03-17,Birmingham,Soft Drinks,5806,13.05,7,No,92.1,2026-03,2026,March,Tuesday,1.8642857142857143,0
2025-03-27,Bristol,Fresh Food,4267,28.5,6,No,92.8,2025-03,2025,March,Thursday,4.75,0
2026-04-21,Birmingham,Chilled,2085,14.46,6,No,98.4,2026-04,2026,April,Tuesday,2.41,0
2025-02-21,London Central,Chilled,2929,58.11,5,Yes,92.0,2025-02,2025,February,Friday,11.622,1
2025-04-21,Bristol,Own Brand,5376,44.85,5,No,98.0,2025-04,2025,April,Monday,8.97,0
2025-02-12,Bristol,Chilled,2963,33.51,4,Yes,92.9,2025-02,2025,February,Wednesday,8.3775,1
2025-07-30,Croydon,Chilled,2785,31.57,3,Yes,92.3,2025-07,2025,July,Wednesday,10.523333333333333,1
2025-07-19,Camden,Soft Drinks,3274,61.68,3,Yes,95.8,2025-07,2025,July,Saturday,20.56,1
2025-01-26,Croydon,Food To Go,3686,33.44,2,No,97.5,2025-01,2025,January,Sunday,16.72,0
2025-10-26,Camden,Chilled,3968,47.96,2,Yes,91.8,2025-10,2025,October,Sunday,23.98,1
2025-03-18,Bristol,Food To Go,5572,33.14,4,Yes,94.8,2025-03,2025,March,Tuesday,8.285,1
2025-05-17,Birmingham,Meal Deals,1715,68.52,1,Yes,97.4,2025-05,2025,May,Saturday,68.52,1
2025-01-20,Camden,Meal Deals,1242,60.52,3,Yes,96.8,2025-01,2025,January,Monday,20.173333333333336,1
2026-03-16,Bristol,Chilled,4915,22.68,7,No,91.9,2026-03,2026,March,Monday,3.2399999999999998,0
2025-07-30,Bristol,Fruit & Veg,2523,40.52,7,Yes,94.6,2025-07,2025,July,Wednesday,5.788571428571429,1
2026-03-11,Croydon,Snacks,1837,57.36,7,No,91.8,2026-03,2026,March,Wednesday,8.194285714285714,0
2025-07-26,Croydon,Fruit & Veg,4323,84.61,1,No,95.7,2025-07,2025,July,Saturday,84.61,0
2026-03-15,Birmingham,Meal Deals,3953,17.7,1,Yes,95.3,2026-03,2026,March,Sunday,17.7,1
2025-02-11,Reading,Snacks,2345,31.34,4,No,96.1,2025-02,2025,February,Tuesday,7.835,0
2026-02-15,London Central,Fruit & Veg,3423,23.39,2,Yes,93.1,2026-02,2026,February,Sunday,11.695,1
2026-03-03,Reading,Chilled,3028,29.49,1,No,93.6,2026-03,2026,March,Tuesday,29.49,0
2025-10-02,Reading,Food To Go,2432,44.05,4,Yes,97.0,2025-10,2025,October,Thursday,11.0125,1
2026-03-24,Birmingham,Snacks,1239,24.09,2,No,97.1,2026-03,2026,March,Tuesday,12.045,0
2026-01-04,Camden,Soft Drinks,1138,49.2,1,No,98.3,2026-01,2026,January,Sunday,49.2,0
2025-08-08,Birmingham,Fresh Food,4193,29.94,1,Yes,97.8,2025-08,2025,August,Friday,29.94,1
2025-08-20,Birmingham,Snacks,1419,40.2,7,Yes,91.7,2025-08,2025,August,Wednesday,5.742857142857143,1
2025-11-24,Bristol,Snacks,1303,34.93,2,Yes,97.4,2025-11,2025,November,Monday,17.465,1
2026-03-19,Bristol,Soft Drinks,3162,31.51,6,Yes,94.9,2026-03,2026,March,Thursday,5.251666666666667,1
2025-02-21,Bristol,Chilled,3026,28.97,2,No,96.5,2025-02,2025,February,Friday,14.485,0
2026-01-11,London Central,Fruit & Veg,5102,44.15,5,No,94.3,2026-01,2026,January,Sunday,8.83,0
2025-09-20,Camden,Fruit & Veg,3226,25.58,7,No,93.2,2025-09,2025,September,Saturday,3.654285714285714,0
2025-09-24,Camden,Meal Deals,2168,35.25,5,Yes,94.4,2025-09,2025,September,Wednesday,7.05,1
2025-12-25,Bristol,Food To Go,1415,49.92,4,Yes,95.1,2025-12,2025,December,Thursday,12.48,1
2025-11-13,Reading,Chilled,3713,42.61,4,Yes,95.6,2025-11,2025,November,Thursday,10.6525,1
2025-11-20,London Central,Soft Drinks,1149,33.83,3,Yes,96.9,2025-11,2025,November,Thursday,11.276666666666666,1
2026-02-25,Reading,Chilled,3444,14.54,5,No,92.9,2026-02,2026,February,Wednesday,2.908,0
2025-02-15,Croydon,Chilled,1838,62.16,2,No,92.8,2025-02,2025,February,Saturday,31.08,0
2025-09-26,Camden,Fruit & Veg,2696,28.55,5,Yes,91.7,2025-09,2025,September,Friday,5.71,1
2026-01-16,Camden,Soft Drinks,5339,63.63,6,Yes,94.6,2026-01,2026,January,Friday,10.605,1
2025-04-28,Reading,Own Brand,2910,34.12,7,No,93.3,2025-04,2025,April,Monday,4.874285714285714,0
2025-04-26,London Central,Fresh Food,2421,43.98,4,No,94.3,2025-04,2025,April,Saturday,10.995,0
2025-09-17,Camden,Snacks,5974,74.3,6,No,95.0,2025-09,2025,September,Wednesday,12.383333333333333,0
2025-03-16,Reading,Fruit & Veg,4001,58.08,4,No,91.4,2025-03,2025,March,Sunday,14.52,0
2026-04-25,Birmingham,Soft Drinks,2320,32.68,6,Yes,93.9,2026-04,2026,April,Saturday,5.446666666666666,1
2025-11-01,Birmingham,Food To Go,5035,43.64,4,No,95.7,2025-11,2025,November,Saturday,10.91,0
2025-01-07,London Central,Snacks,2523,40.06,2,Yes,95.1,2025-01,2025,January,Tuesday,20.03,1
2026-01-01,Reading,Snacks,4878,48.72,6,Yes,94.3,2026-01,2026,January,Thursday,8.12,1
2025-12-14,Birmingham,Own Brand,1552,55.61,7,No,94.9,2025-12,2025,December,Sunday,7.944285714285714,0
2026-03-14,London Central,Own Brand,4756,15.38,1,Yes,94.5,2026-03,2026,March,Saturday,15.38,1
2025-08-03,Bristol,Fruit & Veg,4671,86.0,4,Yes,93.0,2025-08,2025,August,Sunday,21.5,1
2026-03-05,London Central,Meal Deals,1481,33.85,5,Yes,92.7,2026-03,2026,March,Thursday,6.7700000000000005,1
2026-01-02,Bristol,Fruit & Veg,2164,48.3,5,Yes,96.3,2026-01,2026,January,Friday,9.66,1
2025-11-09,Reading,Chilled,5678,86.72,4,Yes,97.2,2025-11,2025,November,Sunday,21.68,1
2025-02-23,Bristol,Meal Deals,5232,42.95,2,Yes,96.2,2025-02,2025,February,Sunday,21.475,1
2026-04-12,Bristol,Soft Drinks,2003,50.34,7,No,97.8,2026-04,2026,April,Sunday,7.191428571428572,0
2025-06-13,Reading,Own Brand,2982,19.15,7,Yes,96.1,2025-06,2025,June,Friday,2.7357142857142853,1
2025-11-30,Reading,Food To Go,2634,41.72,1,No,90.8,2025-11,2025,November,Sunday,41.72,0
2025-12-14,Birmingham,Snacks,3997,60.97,1,Yes,93.3,2025-12,2025,December,Sunday,60.97,1
2025-09-30,Croydon,Fruit & Veg,1686,46.74,4,No,95.5,2025-09,2025,September,Tuesday,11.685,0
2026-02-18,Reading,Own Brand,4414,21.77,7,Yes,95.4,2026-02,2026,February,Wednesday,3.11,1
2026-05-15,Camden,Snacks,2759,64.0,7,No,95.3,2026-05,2026,May,Friday,9.142857142857142,0
2025-04-03,Camden,Food To Go,5937,100.05,6,No,92.8,2025-04,2025,April,Thursday,16.675,0
2025-03-20,Croydon,Own Brand,3480,33.71,4,Yes,93.9,2025-03,2025,March,Thursday,8.4275,1
2025-08-05,London Central,Own Brand,2337,45.07,4,No,95.5,2025-08,2025,August,Tuesday,11.2675,0
2025-12-24,London Central,Snacks,1114,38.98,7,No,95.1,2025-12,2025,December,Wednesday,5.5685714285714285,0
2026-05-22,Camden,Fruit & Veg,4957,18.01,3,Yes,96.6,2026-05,2026,May,Friday,6.003333333333334,1
2025-06-30,Reading,Meal Deals,1568,61.51,2,No,92.9,2025-06,2025,June,Monday,30.755,0
2025-09-03,Croydon,Fruit & Veg,2553,33.47,6,No,96.0,2025-09,2025,September,Wednesday,5.578333333333333,0
2025-09-01,London Central,Fresh Food,3689,38.44,2,Yes,93.9,2025-09,2025,September,Monday,19.22,1
2026-05-21,London Central,Own Brand,5590,51.72,7,Yes,94.3,2026-05,2026,May,Thursday,7.388571428571429,1
2026-02-26,Bristol,Snacks,4340,26.38,4,No,94.9,2026-02,2026,February,Thursday,6.595,0
2025-11-16,Camden,Fresh Food,3988,23.68,3,No,91.5,2025-11,2025,November,Sunday,7.8933333333333335,0
2025-03-28,Reading,Meal Deals,4151,48.26,7,No,95.3,2025-03,2025,March,Friday,6.894285714285714,0
2025-08-05,Croydon,Fresh Food,4527,69.51,4,No,97.5,2025-08,2025,August,Tuesday,17.3775,0
2026-05-05,London Central,Snacks,4015,24.7,4,Yes,92.6,2026-05,2026,May,Tuesday,6.175,1
2025-10-05,Bristol,Food To Go,1821,39.49,2,Yes,98.7,2025-10,2025,October,Sunday,19.745,1
2025-06-18,Camden,Chilled,4574,53.07,7,No,93.7,2025-06,2025,June,Wednesday,7.581428571428572,0
2025-11-26,Camden,Meal Deals,4787,76.28,3,No,96.2,2025-11,2025,November,Wednesday,25.426666666666666,0
2026-03-17,Croydon,Fruit & Veg,2608,33.97,2,Yes,92.4,2026-03,2026,March,Tuesday,16.985,1
2026-01-26,London Central,Soft Drinks,1559,32.61,4,No,99.3,2026-01,2026,January,Monday,8.1525,0
2026-05-11,Croydon,Meal Deals,5063,67.43,5,No,92.9,2026-05,2026,May,Monday,13.486,0
2026-01-16,Croydon,Fresh Food,5435,35.97,1,No,95.4,2026-01,2026,January,Friday,35.97,0
2025-11-02,Birmingham,Food To Go,1611,45.44,7,Yes,93.9,2025-11,2025,November,Sunday,6.491428571428571,1
2026-05-28,Bristol,Snacks,3163,45.49,6,Yes,94.9,2026-05,2026,May,Thursday,7.581666666666667,1
2025-07-07,Camden,Food To Go,2881,28.31,4,No,95.2,2025-07,2025,July,Monday,7.0775,0
2026-05-31,Birmingham,Food To Go,5169,41.83,6,No,94.3,2026-05,2026,May,Sunday,6.971666666666667,0
2026-03-03,Reading,Snacks,4863,40.09,3,Yes,93.6,2026-03,2026,March,Tuesday,13.363333333333335,1
2026-05-17,Camden,Soft Drinks,4708,20.77,7,No,94.9,2026-05,2026,May,Sunday,2.967142857142857,0
2025-09-17,Camden,Snacks,2709,36.21,5,Yes,94.9,2025-09,2025,September,Wednesday,7.242,1
2026-05-28,Bristol,Soft Drinks,2761,42.72,6,Yes,95.6,2026-05,2026,May,Thursday,7.12,1
2025-03-12,Reading,Snacks,2692,45.87,7,Yes,96.0,2025-03,2025,March,Wednesday,6.5528571428571425,1
2026-04-23,London Central,Fresh Food,2245,55.12,6,Yes,96.6,2026-04,2026,April,Thursday,9.186666666666666,1
2025-06-27,Reading,Soft Drinks,1125,33.93,3,No,96.1,2025-06,2025,June,Friday,11.31,0
2026-04-02,London Central,Fresh Food,5752,44.45,4,No,95.3,2026-04,2026,April,Thursday,11.1125,0
2025-07-08,Reading,Meal Deals,2199,24.22,4,Yes,94.5,2025-07,2025,July,Tuesday,6.055,1
2025-10-18,Croydon,Soft Drinks,3711,46.03,1,No,91.9,2025-10,2025,October,Saturday,46.03,0
2025-10-19,Reading,Soft Drinks,4446,64.19,3,No,95.3,2025-10,2025,October,Sunday,21.396666666666665,0
2025-10-10,Birmingham,Snacks,1990,34.61,5,Yes,97.2,2025-10,2025,October,Friday,6.922,1
2026-01-12,Birmingham,Soft Drinks,4065,27.7,1,No,93.5,2026-01,2026,January,Monday,27.7,0
2025-06-05,Bristol,Fresh Food,5954,40.45,7,No,93.7,2025-06,2025,June,Thursday,5.778571428571429,0
2026-05-23,London Central,Own Brand,2521,37.71,3,No,97.6,2026-05,2026,May,Saturday,12.57,0
2026-02-17,Camden,Meal Deals,5728,53.88,4,No,98.3,2026-02,2026,February,Tuesday,13.47,0
2025-12-21,Bristol,Own Brand,3498,47.73,1,Yes,93.3,2025-12,2025,December,Sunday,47.73,1
2025-01-31,Birmingham,Fruit & Veg,5790,29.53,2,No,95.8,2025-01,2025,January,Friday,14.765,0
2025-09-17,London Central,Meal Deals,3597,43.27,2,No,96.8,2025-09,2025,September,Wednesday,21.635,0
2026-02-25,Birmingham,Own Brand,1115,24.85,1,Yes,94.3,2026-02,2026,February,Wednesday,24.85,1
2025-10-31,Birmingham,Meal Deals,2031,21.1,1,Yes,95.5,2025-10,2025,October,Friday,21.1,1
2025-02-08,London Central,Own Brand,2241,17.24,3,No,95.9,2025-02,2025,February,Saturday,5.746666666666666,0
2026-05-04,Birmingham,Fresh Food,2742,34.4,7,Yes,93.2,2026-05,2026,May,Monday,4.914285714285714,1
2025-10-05,Camden,Own Brand,4638,22.87,5,Yes,98.3,2025-10,2025,October,Sunday,4.574,1
2025-07-22,Croydon,Meal Deals,5399,16.14,5,Yes,94.9,2025-07,2025,July,Tuesday,3.228,1
2025-03-07,Bristol,Fruit & Veg,5090,34.47,2,Yes,94.0,2025-03,2025,March,Friday,17.235,1
2025-04-18,Camden,Food To Go,2975,60.61,2,Yes,92.7,2025-04,2025,April,Friday,30.305,1
2025-09-25,Camden,Snacks,5183,40.04,2,No,96.1,2025-09,2025,September,Thursday,20.02,0
2025-08-10,Croydon,Food To Go,5403,50.18,4,Yes,95.5,2025-08,2025,August,Sunday,12.545,1
2025-03-31,Bristol,Snacks,5897,17.87,5,No,93.0,2025-03,2025,March,Monday,3.5740000000000003,0
2025-09-12,Camden,Meal Deals,1163,59.7,1,No,95.3,2025-09,2025,September,Friday,59.7,0
2026-03-31,Birmingham,Snacks,4310,33.14,2,No,96.0,2026-03,2026,March,Tuesday,16.57,0
2025-09-10,Croydon,Own Brand,4388,23.77,6,No,94.2,2025-09,2025,September,Wednesday,3.9616666666666664,0
2025-09-14,Bristol,Fresh Food,1995,60.42,3,No,95.7,2025-09,2025,September,Sunday,20.14,0
2026-01-18,Reading,Fruit & Veg,2877,64.33,7,Yes,95.0,2026-01,2026,January,Sunday,9.19,1
2026-03-18,London Central,Snacks,2823,43.44,1,Yes,94.6,2026-03,2026,March,Wednesday,43.44,1
2025-03-31,Birmingham,Fruit & Veg,5906,53.63,7,Yes,93.1,2025-03,2025,March,Monday,7.661428571428572,1
2026-01-25,Croydon,Snacks,3295,32.83,1,Yes,95.4,2026-01,2026,January,Sunday,32.83,1
2025-02-13,London Central,Fruit & Veg,4264,36.35,1,Yes,90.9,2025-02,2025,February,Thursday,36.35,1
2025-01-19,Reading,Food To Go,2348,40.44,5,No,97.9,2025-01,2025,January,Sunday,8.088,0
2025-04-11,Camden,Fresh Food,2803,31.86,2,Yes,97.4,2025-04,2025,April,Friday,15.93,1
2025-12-23,Camden,Snacks,3251,42.47,3,Yes,93.0,2025-12,2025,December,Tuesday,14.156666666666666,1
2025-02-02,Bristol,Chilled,3900,34.55,7,No,92.1,2025-02,2025,February,Sunday,4.935714285714285,0
2025-08-17,Croydon,Fruit & Veg,2593,41.06,4,Yes,97.3,2025-08,2025,August,Sunday,10.265,1
2025-06-04,Croydon,Fruit & Veg,1432,48.68,3,No,94.7,2025-06,2025,June,Wednesday,16.226666666666667,0
2026-02-27,Bristol,Own Brand,4817,57.38,3,Yes,95.1,2026-02,2026,February,Friday,19.12666666666667,1
2025-09-03,London Central,Chilled,5917,32.65,6,Yes,95.0,2025-09,2025,September,Wednesday,5.441666666666666,1
2026-02-09,Camden,Fresh Food,2070,56.02,3,No,92.4,2026-02,2026,February,Monday,18.673333333333336,0
2025-06-10,Camden,Fruit & Veg,5600,58.27,4,No,96.6,2025-06,2025,June,Tuesday,14.5675,0
2025-04-27,Croydon,Fresh Food,1114,53.64,3,Yes,95.9,2025-04,2025,April,Sunday,17.88,1
2025-09-28,Croydon,Fruit & Veg,2439,50.98,6,No,95.0,2025-09,2025,September,Sunday,8.496666666666666,0
2026-05-02,Bristol,Meal Deals,2790,38.96,3,No,90.5,2026-05,2026,May,Saturday,12.986666666666666,0
2025-06-21,Reading,Soft Drinks,1994,41.88,7,Yes,96.0,2025-06,2025,June,Saturday,5.982857142857143,1
2025-10-01,London Central,Meal Deals,5318,41.88,2,No,95.8,2025-10,2025,October,Wednesday,20.94,0
2025-09-16,Birmingham,Fruit & Veg,5731,17.77,6,No,94.8,2025-09,2025,September,Tuesday,2.9616666666666664,0
2025-05-15,Reading,Soft Drinks,5767,40.06,2,No,96.9,2025-05,2025,May,Thursday,20.03,0
2026-02-26,Reading,Snacks,1957,45.38,2,No,97.3,2026-02,2026,February,Thursday,22.69,0
2026-02-25,Croydon,Fresh Food,1095,35.24,1,No,95.7,2026-02,2026,February,Wednesday,35.24,0
2025-07-05,Croydon,Fruit & Veg,3154,91.5,6,Yes,92.0,2025-07,2025,July,Saturday,15.25,1
2025-12-30,Croydon,Own Brand,1631,54.69,3,No,92.5,2025-12,2025,December,Tuesday,18.23,0
2026-01-13,Reading,Food To Go,4684,39.99,7,No,93.6,2026-01,2026,January,Tuesday,5.7128571428571435,0
2025-07-15,London Central,Own Brand,2701,50.17,7,Yes,94.5,2025-07,2025,July,Tuesday,7.167142857142857,1
2025-04-08,Croydon,Food To Go,1697,77.55,7,No,96.7,2025-04,2025,April,Tuesday,11.078571428571427,0
2025-01-22,Camden,Chilled,1031,13.68,5,Yes,95.7,2025-01,2025,January,Wednesday,2.7359999999999998,1
2026-03-26,London Central,Food To Go,5874,36.57,5,Yes,94.7,2026-03,2026,March,Thursday,7.314,1
2025-06-21,Camden,Soft Drinks,1548,48.54,5,No,96.3,2025-06,2025,June,Saturday,9.708,0
2026-01-18,London Central,Food To Go,3248,34.15,7,No,93.4,2026-01,2026,January,Sunday,4.878571428571428,0
2025-05-14,Croydon,Food To Go,2893,71.31,4,No,96.3,2025-05,2025,May,Wednesday,17.8275,0
2026-03-02,Birmingham,Food To Go,3834,74.39,7,Yes,95.5,2026-03,2026,March,Monday,10.627142857142857,1
2025-01-25,Bristol,Fruit & Veg,2703,42.94,2,Yes,96.0,2025-01,2025,January,Saturday,21.47,1
2026-05-18,Croydon,Chilled,2156,18.0,2,No,96.7,2026-05,2026,May,Monday,9.0,0
2025-07-04,Reading,Fresh Food,1343,40.31,7,No,94.9,2025-07,2025,July,Friday,5.758571428571429,0
2025-03-26,Birmingham,Chilled,5072,25.87,2,No,91.0,2025-03,2025,March,Wednesday,12.935,0
2025-05-24,Reading,Own Brand,4462,36.1,6,No,93.7,2025-05,2025,May,Saturday,6.016666666666667,0
2026-02-16,London Central,Soft Drinks,3248,16.84,4,Yes,96.6,2026-02,2026,February,Monday,4.21,1
2025-08-12,Reading,Fruit & Veg,1944,71.13,3,No,93.9,2025-08,2025,August,Tuesday,23.709999999999997,0
2025-08-08,Birmingham,Snacks,4880,32.21,1,Yes,93.7,2025-08,2025,August,Friday,32.21,1
2025-06-28,Birmingham,Fruit & Veg,3050,17.18,7,Yes,95.1,2025-06,2025,June,Saturday,2.454285714285714,1
2026-03-09,Croydon,Meal Deals,4285,37.47,7,Yes,97.2,2026-03,2026,March,Monday,5.352857142857142,1
2025-09-22,Camden,Food To Go,3855,29.14,6,No,95.9,2025-09,2025,September,Monday,4.8566666666666665,0
2026-03-05,Croydon,Own Brand,2330,38.14,2,Yes,98.5,2026-03,2026,March,Thursday,19.07,1
2026-02-20,London Central,Food To Go,3003,28.77,3,Yes,95.8,2026-02,2026,February,Friday,9.59,1
2026-03-29,Reading,Soft Drinks,4615,22.03,5,Yes,95.7,2026-03,2026,March,Sunday,4.406000000000001,1
2025-07-16,Camden,Snacks,2787,45.23,7,No,94.5,2025-07,2025,July,Wednesday,6.461428571428571,0
2025-02-22,Bristol,Own Brand,3246,40.8,1,No,91.9,2025-02,2025,February,Saturday,40.8,0
2026-04-25,Birmingham,Meal Deals,4672,37.06,5,Yes,95.3,2026-04,2026,April,Saturday,7.412000000000001,1
2026-03-19,Camden,Fruit & Veg,3155,22.28,7,Yes,95.1,2026-03,2026,March,Thursday,3.182857142857143,1
2025-11-26,Camden,Snacks,4479,25.46,3,Yes,96.3,2025-11,2025,November,Wednesday,8.486666666666666,1
2025-09-08,Croydon,Fresh Food,4020,63.16,3,Yes,95.6,2025-09,2025,September,Monday,21.05333333333333,1
2025-05-03,Bristol,Chilled,1051,22.17,5,Yes,95.5,2025-05,2025,May,Saturday,4.434,1
2026-01-22,Birmingham,Fruit & Veg,3159,24.88,6,Yes,97.3,2026-01,2026,January,Thursday,4.1466666666666665,1
2025-12-05,London Central,Snacks,5390,27.26,1,No,94.5,2025-12,2025,December,Friday,27.26,0
2025-12-14,London Central,Fresh Food,4651,45.27,5,Yes,96.7,2025-12,2025,December,Sunday,9.054,1
2025-01-29,Camden,Fresh Food,4915,13.34,5,No,97.6,2025-01,2025,January,Wednesday,2.668,0
2025-02-04,Camden,Meal Deals,3112,54.76,6,No,93.9,2025-02,2025,February,Tuesday,9.126666666666667,0
2026-01-31,Reading,Meal Deals,3621,9.4,5,Yes,94.2,2026-01,2026,January,Saturday,1.8800000000000001,1
2025-10-21,Bristol,Chilled,5560,53.63,1,Yes,93.5,2025-10,2025,October,Tuesday,53.63,1
2025-12-15,Birmingham,Fresh Food,5729,22.64,4,No,92.3,2025-12,2025,December,Monday,5.66,0
2025-05-27,Camden,Own Brand,2354,49.89,1,Yes,98.7,2025-05,2025,May,Tuesday,49.89,1
2025-05-02,Bristol,Fresh Food,1209,30.73,5,Yes,95.4,2025-05,2025,May,Friday,6.146,1
2025-12-06,Birmingham,Snacks,1237,46.17,2,No,94.3,2025-12,2025,December,Saturday,23.085,0
2025-06-24,London Central,Meal Deals,1335,44.18,2,No,98.5,2025-06,2025,June,Tuesday,22.09,0
2026-03-27,Reading,Soft Drinks,4838,46.73,3,Yes,96.2,2026-03,2026,March,Friday,15.576666666666666,1
2025-05-16,Bristol,Own Brand,2576,57.42,4,Yes,93.5,2025-05,2025,May,Friday,14.355,1
2025-01-16,Reading,Meal Deals,1499,28.95,7,Yes,93.2,2025-01,2025,January,Thursday,4.135714285714285,1
2025-11-29,Camden,Own Brand,2564,29.54,7,Yes,96.6,2025-11,2025,November,Saturday,4.22,1
2025-07-14,Croydon,Meal Deals,1790,48.68,6,Yes,95.8,2025-07,2025,July,Monday,8.113333333333333,1
2026-05-11,London Central,Meal Deals,4540,14.62,3,No,97.2,2026-05,2026,May,Monday,4.873333333333333,0
2025-01-09,Camden,Fresh Food,4122,32.71,7,Yes,96.4,2025-01,2025,January,Thursday,4.672857142857143,1
2025-11-30,Camden,Food To Go,2135,44.15,3,Yes,92.6,2025-11,2025,November,Sunday,14.716666666666667,1
2025-11-29,Bristol,Fresh Food,4944,22.88,2,Yes,93.5,2025-11,2025,November,Saturday,11.44,1
2025-11-23,Reading,Meal Deals,3348,55.26,1,Yes,93.2,2025-11,2025,November,Sunday,55.26,1
2025-01-15,London Central,Soft Drinks,5324,54.53,3,No,95.4,2025-01,2025,January,Wednesday,18.176666666666666,0
2025-08-14,Camden,Fresh Food,1149,21.16,3,Yes,94.8,2025-08,2025,August,Thursday,7.053333333333334,1
2026-03-01,Bristol,Meal Deals,4206,18.56,7,Yes,94.1,2026-03,2026,March,Sunday,2.6514285714285712,1
2026-02-12,London Central,Meal Deals,4528,15.82,4,Yes,94.4,2026-02,2026,February,Thursday,3.955,1
2025-04-23,Reading,Fresh Food,2624,49.09,7,Yes,96.3,2025-04,2025,April,Wednesday,7.012857142857143,1
2026-03-04,Camden,Fresh Food,3574,40.83,2,No,94.6,2026-03,2026,March,Wednesday,20.415,0
2025-01-01,Birmingham,Soft Drinks,5428,56.46,1,Yes,93.6,2025-01,2025,January,Wednesday,56.46,1
2025-09-23,Camden,Own Brand,5269,52.19,4,Yes,92.4,2025-09,2025,September,Tuesday,13.0475,1
2026-05-06,Camden,Fresh Food,4284,88.44,1,Yes,93.2,2026-05,2026,May,Wednesday,88.44,1
2025-07-27,London Central,Chilled,3108,36.3,7,No,97.1,2025-07,2025,July,Sunday,5.185714285714285,0
2026-01-04,London Central,Snacks,4947,29.19,1,No,93.7,2026-01,2026,January,Sunday,29.19,0
2025-11-02,London Central,Chilled,5914,59.07,3,No,98.6,2025-11,2025,November,Sunday,19.69,0
2025-01-12,London Central,Soft Drinks,3263,29.45,4,Yes,96.3,2025-01,2025,January,Sunday,7.3625,1
2025-12-11,Bristol,Food To Go,2612,50.9,3,No,93.4,2025-12,2025,December,Thursday,16.966666666666665,0
2026-04-10,Croydon,Chilled,4815,21.8,5,Yes,93.8,2026-04,2026,April,Friday,4.36,1
2026-05-09,Bristol,Own Brand,5719,24.11,1,Yes,90.8,2026-05,2026,May,Saturday,24.11,1
2026-01-03,Camden,Meal Deals,1577,25.72,4,No,94.1,2026-01,2026,January,Saturday,6.43,0
2026-02-24,Bristol,Snacks,1422,41.03,2,Yes,98.9,2026-02,2026,February,Tuesday,20.515,1
2025-06-20,Reading,Fruit & Veg,3763,5.89,3,Yes,98.3,2025-06,2025,June,Friday,1.9633333333333332,1
2025-05-14,Birmingham,Snacks,2229,20.57,5,Yes,98.2,2025-05,2025,May,Wednesday,4.114,1
2026-03-03,London Central,Chilled,4176,17.53,6,Yes,96.2,2026-03,2026,March,Tuesday,2.921666666666667,1
2025-01-25,Reading,Fruit & Veg,1753,35.04,5,Yes,94.6,2025-01,2025,January,Saturday,7.008,1
2025-07-09,Birmingham,Soft Drinks,5842,45.4,5,No,95.2,2025-07,2025,July,Wednesday,9.08,0
2025-05-21,Reading,Own Brand,1687,22.54,3,Yes,96.1,2025-05,2025,May,Wednesday,7.513333333333333,1
2025-11-11,Camden,Snacks,1722,72.2,2,No,95.0,2025-11,2025,November,Tuesday,36.1,0
2026-03-20,London Central,Food To Go,1746,31.85,7,No,93.4,2026-03,2026,March,Friday,4.55,0
2025-11-15,Reading,Fruit & Veg,5337,42.4,4,Yes,94.9,2025-11,2025,November,Saturday,10.6,1
2026-03-17,Camden,Fruit & Veg,3712,34.8,1,Yes,92.3,2026-03,2026,March,Tuesday,34.8,1
2025-04-02,London Central,Snacks,1707,30.15,2,No,96.2,2025-04,2025,April,Wednesday,15.075,0
2025-06-28,Croydon,Chilled,1434,56.04,3,No,93.2,2025-06,2025,June,Saturday,18.68,0
2025-02-25,Camden,Fruit & Veg,5876,49.42,6,Yes,96.1,2025-02,2025,February,Tuesday,8.236666666666666,1
2025-06-04,Bristol,Soft Drinks,1483,86.58,4,Yes,92.8,2025-06,2025,June,Wednesday,21.645,1
2025-04-21,London Central,Snacks,4518,40.64,1,No,94.7,2025-04,2025,April,Monday,40.64,0
2025-05-17,Reading,Soft Drinks,2533,28.44,6,No,95.5,2025-05,2025,May,Saturday,4.74,0
2025-08-20,Birmingham,Snacks,1169,20.79,4,No,94.7,2025-08,2025,August,Wednesday,5.1975,0
2026-04-13,Reading,Soft Drinks,2020,48.7,1,No,96.3,2026-04,2026,April,Monday,48.7,0
2026-04-26,Bristol,Chilled,5964,29.01,7,No,95.9,2026-04,2026,April,Sunday,4.144285714285714,0
2025-03-09,Bristol,Snacks,1847,39.94,1,Yes,94.2,2025-03,2025,March,Sunday,39.94,1
2025-09-06,Reading,Own Brand,1695,25.85,5,No,93.8,2025-09,2025,September,Saturday,5.17,0
2025-11-19,Birmingham,Meal Deals,4346,40.97,6,No,93.7,2025-11,2025,November,Wednesday,6.828333333333333,0
2026-03-08,London Central,Food To Go,5013,53.0,6,Yes,93.4,2026-03,2026,March,Sunday,8.833333333333334,1
2026-05-02,Camden,Chilled,1031,66.36,3,No,99.2,2026-05,2026,May,Saturday,22.12,0
2026-03-05,Bristol,Soft Drinks,1176,22.86,2,Yes,93.7,2026-03,2026,March,Thursday,11.43,1
2025-09-26,Bristol,Own Brand,3964,35.59,7,Yes,97.2,2025-09,2025,September,Friday,5.0842857142857145,1
